MovieID,Title,Genre,ReleaseYear,ReleaseDate,Country,BudgetUSD,Global_BoxOfficeUSD,IMDbRating,NumVotesIMDb,Director,LeadActor
39356,Boy,Drama,2010.0,2010-02-14,New Zealand,3.0,43.0,7.5,66,,
45017,Uninhabited,Thriller,2010.0,2010-05-14,Australia,,,4.4,19,,
140036,Olympian Holiday,Comedy,1976.0,1976-12-17,Finland,,,6.3,4,,
191231,Sol,Science Fiction,2012.0,2012-04-18,United States of America,250000.0,,4.0,1,,
41493,Karlsson on the Roof,Family,2002.0,2002-09-27,sv,,,3.3,6,,
123406,Fallen,Drama,2005.0,2005-07-05,Latvia,,,5.0,1,Fred Kelemen,
64246,Colorful,Animation,2010.0,2010-08-21,Japan,,,7.2,62,Keiichi Hara,
28264,Blood Rage,Horror,1987.0,1987-06-01,United States of America,,,6.2,23,,
38583,Separate Lies,Romance,2005.0,2005-09-16,United Kingdom,,,6.1,7,Julian Fellowes,
13363,The Man from Earth,Science Fiction,2007.0,2007-06-10,United States of America,,,7.7,696,,
11859,Fair Game,Action,1995.0,1995-11-03,United States of America,50000000.0,11534477.0,4.1,54,,
79570,Beat the Drum,Drama,2003.0,2003-10-10,United States,2000000.0,,7.6,5,,
393158,The Cliff,Romance,2016.0,2016-06-03,Spain,,,5.2,6,,
257450,Piranha Sharks,Horror,2015.0,2015-08-06,United States of America,,,5.0,4,,
24822,Seven Days,Crime,2007.0,2007-11-14,South Korea,,,6.4,17,,
84300,L,Drama,2012.0,2012-01-23,Greece,,,4.2,5,,
334889,The Break-In,Thriller,2016.0,2016-02-05,Sweden,,,0.0,0,,
77460,Beur sur la ville,Comedy,2011.0,2011-10-11,France,,,4.4,27,,
10610,The Medallion,Thriller,2003.0,2003-08-15,Hong Kong,41000000.0,,5.3,286,,
160324,"Hello, Friend",,2003.0,2003-02-02,United States,,,6.0,1,,
360328,Dartmoor Killing,,2015.0,2015-09-18,United States,,,5.8,4,,
38925,The Lords of Flatbush,Drama,1974.0,1974-05-01,United States of America,160000.0,4000000.0,5.7,18,,
40927,The Fruit Machine,Drama,1988.0,1988-01-01,United Kingdom,,,6.3,4,,
339367,Hamari Adhuri Kahani,Drama,2015.0,2015-06-12,India,,,6.0,12,,
24170,Private Fears in Public Places,Drama,2006.0,2006-11-22,France,,,6.2,11,,
349790,I Ship It,Comedy,2014.0,2014-10-16,United States of America,,,0.0,0,,
41411,The Round Up,Drama,2010.0,2010-03-10,France,20000000.0,,7.5,325,,
197592,Rage of Angels,Action,1983.0,1983-02-19,United States of America,,,4.5,1,,
37715,Love for Sale,Comedy,2008.0,2008-02-09,United States,1000000.0,,5.7,3,Russ Parr,Mýa
26941,Afterglow,Drama,1997.0,1997-12-26,United States of America,,2465960.0,7.2,5,,
15389,Metropolitan,Comedy,1990.0,1990-08-03,United States of America,225000.0,,7.0,39,Whit Stillman,
15764,Sophie's Choice,Drama,1982.0,1982-12-08,United Kingdom,12000000.0,30036000.0,7.4,149,Alan J. Pakula,
56007,Looking For Lola,Comedy,1997.0,1997-12-31,United States of America,,,5.0,1,,
83415,Body Slam,Comedy,1987.0,1987-05-21,United States of America,,,4.7,8,,
11648,Must Love Dogs,Romance,2005.0,2005-07-21,United States of America,30000000.0,58405313.0,5.8,142,,
33226,Rembrandt's J'Accuse...!,Documentary,2008.0,2008-10-04,Finland,,,8.5,4,,
78402,Killer Crocodile,Horror,1989.0,1989-11-15,Italy,,,6.6,7,,
137746,The Recovered,,2008.0,2008-01-01,United States,,,0.0,0,Mike Stoklasa,Tina Krause
80346,Nobody Knows Anything!,Comedy,2003.0,2003-10-01,United States of America,,,2.6,7,,
45167,Pumzi,Science Fiction,2009.0,2009-10-20,South Africa,35000.0,,6.1,4,Wanuri Kahiu,
114761,The Beach Boys: An American Family,,2000.0,2000-02-27,United States,,,0.0,0,,
10890,Stripes,Action,1981.0,1981-06-25,United States of America,10000000.0,85300000.0,6.5,253,,
19215,After Innocence,Documentary,2005.0,2005-10-23,United States of America,,,7.0,4,,
14257,Delusions of Grandeur,Comedy,1971.0,1971-04-01,France,,,7.5,98,,
7797,Youth Without Youth,Fantasy,2007.0,2007-10-26,France,,,6.5,47,,
58985,Grace of My Heart,Drama,1996.0,1996-09-13,United States of America,,,6.5,15,,
174314,Bottled Up,Drama,2013.0,2013-04-19,United States,,,5.5,5,,
256021,Macondo,,2014.0,2014-02-14,Austria,,,5.0,1,,
280840,Ma Ma,Drama,2015.0,2015-09-11,France,,1137421.0,5.9,36,,
384737,Precious Cargo,Action,2016.0,2016-07-15,Canada,10500000.0,100659.0,5.1,95,,
41061,Lúdas Matyi,Animation,1977.0,1977-04-06,Hungary,,,5.5,2,,
34991,Gumshoe,Drama,1971.0,1971-12-01,United Kingdom,,,7.1,7,Stephen Frears,
38837,Unfinished Piece for Mechanical Piano,Drama,1977.0,1977-09-05,Russia,,,5.9,9,,
51484,July Rhapsody,Drama,2002.0,2002-03-14,Hong Kong,,,5.6,6,,
12525,Critters 4,Comedy,1992.0,1992-08-20,United States of America,,,4.3,46,,
42264,Smile,Comedy,1975.0,1975-01-01,United States of America,,,6.9,10,,
36769,Uuno Epsanjassa,Comedy,1985.0,1985-09-27,Finland,,,6.5,8,Ere Kokkonen,
33558,Dog Eat Dog,Action,2009.0,2009-01-23,Spain,,,6.9,7,,
33018,Schizo,Drama,1976.0,1976-11-11,United Kingdom,,,6.7,5,,
129966,David et Madame Hansen,Comedy,2012.0,2012-08-29,France,8806000.0,,6.7,14,,
278514,Hungry,,2014.0,2014-01-01,United States,,,0.0,0,,
15324,Steal This Film,Documentary,2006.0,2006-08-21,United States,3000.0,,5.0,14,Peter Sunde,
80653,Savage Beasts,Action,1984.0,1984-01-11,Italy,,,5.6,9,,
150523,The Mahabharata,,1989.0,1989-09-28,France,334077.0,,7.2,6,Peter Brook,
10937,Barfly,Comedy,1987.0,1987-09-02,United States of America,3000000.0,3221568.0,7.3,80,,
32940,The Terminal Man,Science Fiction,1974.0,1974-06-19,United States of America,,,6.1,8,,
63311,The Skin I Live In,Drama,2011.0,2011-08-17,Spain,13000000.0,5774854.0,7.4,797,,
63988,Forest Warrior,Action,1996.0,1996-11-05,United States of America,,,2.7,16,,
294991,Gangster Payday,Thriller,2014.0,2014-10-11,Hong Kong,,,6.1,10,,
39368,Flu Bird Horror,Thriller,2008.0,2008-08-23,United States of America,,,3.5,6,,
41845,Heaven and Earth,Drama,1990.0,1990-11-24,Japan,,,5.6,4,,
18070,Black Dawn,Action,2005.0,2005-01-01,United States of America,16000000.0,,3.6,21,,
82134,I Want to Marry Ryan Banks,Romance,2004.0,2004-01-18,Canada,,,5.0,12,,
76757,Jupiter Ascending,Science Fiction,2015.0,2015-02-04,United States of America,176000003.0,183987723.0,5.2,2816,,
17473,The Room,Drama,2003.0,2003-06-27,United States of America,,,4.3,191,,
95243,Vertical Features Remake,Documentary,1978.0,1978-12-01,United Kingdom,,,9.3,4,Peter Greenaway,
46364,Inseminoid,Foreign,1981.0,1981-01-23,United Kingdom,2000000.0,,3.6,22,,
1560,Singapore Sling,Comedy,1990.0,1990-09-13,Greece,,,7.9,20,,
24916,Bio Zombie,Horror,1998.0,1998-06-11,Hong Kong,,,6.0,15,,
277355,Everly,Thriller,2015.0,2015-01-23,United States of America,,,5.2,231,,
342,Summer Storm,Comedy,2004.0,2004-09-02,Germany,2700000.0,,6.7,60,,
107056,The Dancing Hawk,,1978.0,1978-01-20,pl,,,0.0,0,,
102870,Unfair World,Crime,2012.0,2012-02-02,Greece,,,6.2,3,,
90147,Life Without Principle,Action,2011.0,2011-10-20,Hong Kong,,,6.2,18,,
11324,Shutter Island,Drama,2010.0,2010-02-18,United States of America,80000000.0,294804195.0,7.8,6559,,
82639,Diana Vreeland: The Eye Has to Travel,Documentary,2012.0,2012-09-21,United States of America,,,7.0,14,,
9317,Cabbage Soup,Comedy,1981.0,1981-12-02,France,,,6.3,147,,
249358,The Innocent Sleep,Thriller,1996.0,1996-01-25,United Kingdom,,,0.0,0,,
53554,Hundhotellet,Animation,2000.0,2000-10-03,Sweden,,,5.0,2,,
5178,The Good Heart,Drama,2009.0,2009-09-11,Denmark,3800000.0,,6.0,21,,
49688,Johnny 100 Pesos,Drama,1993.0,1993-01-01,Chile,,,6.3,3,,
273318,"VeggieTales: Rack, Shack & Benny",,1995.0,1995-06-01,United States,,,6.7,3,,
18269,Lady and the Tramp II: Scamp's Adventure,Romance,2001.0,2001-02-18,Australia,,,6.0,256,,
52058,The Nature of Existence,Documentary,2010.0,2010-01-01,China,,,4.5,2,,
125696,The Cashier Wants to Go to the Seaside,Comedy,2001.0,2001-11-13,Croatia,,,5.0,1,,
197489,The Four Feathers,TV Movie,1978.0,1978-01-01,United Kingdom,,,5.4,4,,
22623,Ripoux 3,Comedy,2003.0,2003-12-10,France,,,5.1,16,,
118991,Keys to Tulsa,Crime,1997.0,1997-04-11,United States,,57252.0,4.9,5,,
26235,The Gamers: Dorkness Rising,Adventure,2008.0,2008-01-01,United States of America,,,7.6,14,,
90387,Gran Paradiso,Adventure,2000.0,2000-08-28,Germany,,,0.0,0,,
209103,The Jungle,Thriller,2013.0,2013-06-30,Australia,,,3.4,8,,
333387,The Wannabe,Thriller,2015.0,2015-12-04,United States of America,,,4.8,15,,
70636,Ghost from the Machine,Thriller,2010.0,2010-01-01,United States,,,3.5,6,Matt Osterman,
20565,42 Up,Documentary,1998.0,1998-07-28,United Kingdom,,,6.6,9,Michael Apted,
42498,The Adversary,Drama,1970.0,1970-10-27,India,,,7.7,5,,
9685,Igby Goes Down,Comedy,2002.0,2002-09-13,United States of America,9000000.0,4777465.0,6.5,95,,
279254,Ghost in the Shell Arise - Border 4: Ghost Stands Alone,Action,2014.0,2014-09-06,Japan,,,6.9,32,,
136902,Death of a Man in the Balkans,Comedy,2012.0,2012-11-15,Serbia,,,7.2,5,Miroslav Momčilović,
48781,Never Talk to Strangers,Thriller,1995.0,1995-10-20,United States of America,6400000.0,6.0,4.7,31,,
10636,Big Girls Don't Cry,Drama,2002.0,2002-10-24,Germany,,,6.4,10,,
29338,No One Heard the Scream,Horror,1973.0,1973-01-01,Spain,,,6.4,4,,
38315,Scuola di ladri 2,,1987.0,1987-09-22,Italy,,,5.4,32,Neri Parenti,Paolo Villaggio
129552,"Helsinki, Forever",,2008.0,2008-01-01,United States,,,5.0,1,,
62383,Passed Away,Comedy,1992.0,1992-04-24,United States of America,,,0.0,0,,
67911,Bucky Larson: Born to Be a Star,Comedy,2011.0,2011-09-09,United States of America,10000000.0,,4.4,51,Tom Brady,Nick Swardson
44691,The Scarlet and the Black,Drama,1983.0,1983-02-02,Italy,,,6.4,10,,
149910,Super Buddies,Family,2013.0,2013-08-07,United States of America,,,6.0,31,,
290764,Tracers,Action,2015.0,2015-01-15,United States of America,11000000.0,593683.0,5.9,437,,
84925,Profit Motive and the Whispering Wind,Documentary,2007.0,2007-07-05,United States,,,5.0,1,,
11699,The Bad Lieutenant: Port of Call - New Orleans,Drama,2009.0,2009-09-11,United States of America,25000000.0,10589102.0,6.0,331,,
61672,Titeuf,Animation,2011.0,2011-04-06,France,,,5.5,35,,
32020,Foxes,Drama,1980.0,1980-02-29,United States of America,,4400000.0,5.7,23,,
186976,The Golden Dream,Drama,2013.0,2013-12-04,Spain,,,6.8,36,,
105304,The Field of Enchantment,Documentary,2011.0,2011-12-19,France,,,7.0,2,,
404829,Emma's Chance,Drama,2016.0,2016-07-05,United States,,,5.4,24,,
97206,Taboo,Drama,2002.0,2002-01-14,Romania,,,2.9,9,,
23857,White Skin,Thriller,2004.0,2004-09-17,Canada,,,4.6,6,,
75725,Films to Keep You Awake: The Christmas Tale,Drama,2005.0,2005-12-25,Spain,,,6.7,13,,
47108,I Come,Drama,2000.0,2000-10-04,France,,124994.0,6.8,5,Tony Gatlif,
78274,Music for One Apartment and Six Drummers,,2001.0,2001-09-13,de,,,7.0,5,,
152792,Devil's Knot,Crime,2013.0,2013-05-09,United States of America,15000000.0,,5.7,205,,
98068,Pilgrim Song,Drama,2012.0,2012-03-10,United States,,,5.0,1,,
350904,Lost and Beautiful,Drama,2015.0,2015-11-19,Italy,,,7.0,5,,
30667,Future Kick,Action,1991.0,1991-11-19,United States of America,,,5.5,2,,
188588,Last Summer in the Hamptons,,1995.0,1995-11-22,United States,,,0.0,0,Henry Jaglom,
64504,My Best Friend's Girl,Romance,1983.0,1983-08-31,France,,,5.6,12,,
244458,The Voices,Comedy,2014.0,2014-01-19,Germany,,,6.2,578,,
7973,Caramel,Drama,2007.0,2007-07-01,Lebanon,,,6.8,53,,
77881,Crime After Crime,Documentary,2011.0,2011-07-01,United States of America,,58840.0,5.3,3,,
309875,Micke & Veronica,Comedy,2014.0,2014-12-25,Sweden,,,7.0,4,,
183252,Perfectly normal,,1991.0,1991-02-15,United States,,,5.5,1,,
12475,In the Army Now,Comedy,1994.0,1994-08-12,United States of America,,28881266.0,4.7,54,,
30647,12:01 PM,Science Fiction,1990.0,1990-01-01,United States of America,,,5.8,6,,
9772,Air Force One,Action,1997.0,1997-07-25,Germany,85000000.0,315156409.0,6.2,859,,
284568,Closure,Documentary,2013.0,2013-12-01,United States of America,,,8.0,1,,
1280,3-Iron,Drama,2004.0,2004-10-15,South Korea,,,7.7,225,,
378240,Yu☆Gi☆Oh!,Adventure,1999.0,1999-03-06,Japan,,,6.6,5,,
3962,Bis zum Ellenbogen,Comedy,2007.0,2007-11-01,Germany,,,7.3,4,,
188598,Ilo Ilo,Drama,2013.0,2013-09-04,Singapore,,,6.6,36,,
16854,Snapphanar,Action,2006.0,2006-11-22,Lithuania,,,6.0,2,Måns Mårlind,André Sjöberg
11974,The 'Burbs,Comedy,1989.0,1989-02-17,United States of America,18000000.0,36602000.0,6.6,312,,
123505,A Modern Affair,,1996.0,1996-09-06,United States,,,5.0,1,,
342052,"Return to the Philippines, the Leon Cooper Story",Documentary,2015.0,2015-05-25,United States of America,,,0.0,0,,
1389,Out of Sight,Romance,1998.0,1998-06-26,United States of America,48000000.0,77745568.0,6.5,338,,
54613,The Duchess and the Dirtwater Fox,Comedy,1976.0,1976-04-01,United States of America,,,5.7,12,,
24249,Bad Influence,Thriller,1990.0,1990-03-09,United States of America,,,5.8,35,,
248503,Girl in the Sunny Place,Drama,2013.0,2013-10-11,Japan,,,6.5,5,,
407655,A Cinderella Story: If the Shoe Fits,Comedy,2016.0,2016-08-02,United States of America,,,6.1,99,,
36404,A Trip Down the River,Comedy,1970.0,1970-10-19,Poland,,,7.8,11,,
12090,Just Married,Comedy,2003.0,2003-01-09,Germany,18000000.0,101564935.0,5.3,415,,
50196,Rugantino,Comedy,1973.0,1973-01-01,Italy,,,5.8,6,,
197733,Louise Brooks: Looking for Lulu,Documentary,1998.0,1998-05-27,United States,,,0.0,0,,
198317,Jacques Brel Is Alive and Well and Living in Paris,Drama,1975.0,1975-01-27,France,850000.0,,0.0,0,,
73562,Declaration of War,Drama,2011.0,2011-05-10,France,,,7.0,66,,
10996,Stuart Little 2,Family,2002.0,2002-07-19,United States of America,120000000.0,169956806.0,5.4,632,,
61187,Star Runner,Action,2003.0,2003-01-01,South Korea,,,5.5,1,Daniel Lee,
52400,Yoroi: Samurai zombie,Horror,2008.0,2008-06-30,United States,,,5.0,1,,Mitsuru Fukikoshi
315024,Jurassic City,Action,2014.0,2014-12-31,United States of America,,,5.3,20,,
279086,Shoot the Messenger,,2006.0,2006-08-30,United Kingdom,,,6.0,1,,
381284,Hidden Figures,Drama,2016.0,2016-12-10,United States of America,25000000.0,230698791.0,7.8,2178,,
20416,The Deep,Mystery,1977.0,1977-06-17,United States of America,,,5.7,63,,
369373,Stutterer,Drama,2015.0,2015-07-08,Ireland,,,7.7,13,,
26933,Wild Reeds,Drama,1994.0,1994-05-05,France,,,7.4,18,,
86324,Santiago,Documentary,2007.0,2007-08-24,Brazil,,,7.5,4,,
184002,Dirty Hands,,1989.0,1989-10-04,Finland,,,4.0,2,,
2613,Prelude to a Kiss,Drama,1992.0,1992-07-10,United States of America,,22697691.0,5.4,31,,
1677,Ray,Drama,2004.0,2004-10-29,United States of America,40000000.0,124731534.0,7.2,481,,
53862,Trippin',Comedy,1999.0,1999-05-12,United States of America,,9016377.0,4.5,4,,
22585,Ski Patrol,Comedy,1990.0,1990-01-12,United States of America,,8533973.0,4.8,14,,
11529,Sweet Home Alabama,Comedy,2002.0,2002-09-26,United States of America,30000000.0,180622424.0,6.1,408,,
92751,Werewolf Woman,Horror,1976.0,1976-03-18,Italy,,,5.1,7,,
22492,It Might Get Loud,Documentary,2009.0,2009-08-14,United States of America,,1896244.0,7.4,54,Davis Guggenheim,
400014,God's Compass,Drama,2016.0,2016-04-21,United States,,,9.0,1,,
38332,Kolya - Rolling Stone,Comedy,2005.0,2005-10-13,Russia,,,6.2,3,,
292607,The Rise and Rise of Bitcoin,Documentary,2014.0,2014-10-03,United States of America,,,7.0,23,,
180318,The Chicago 8,Drama,2011.0,2011-06-04,United States,,,5.0,2,,
260001,Life Partners,Romance,2014.0,2014-12-05,United States of America,,8265.0,6.1,108,,
27866,Kevin Hart: I'm a Grown Little Man,Comedy,2009.0,2009-02-03,United States of America,,,7.5,41,,
8892,A Christmas Tale,Drama,2008.0,2008-05-16,France,,7356393.0,6.7,31,,
252147,Mile... Mile & A Half,Documentary,2013.0,2013-06-01,United States of America,,,8.8,4,,
408140,Blood Moon,Horror,2016.0,2016-07-25,United States,,,0.0,0,,
361340,A Brilliant Madness,,2002.0,2002-04-28,United States,,,0.0,0,,
291634,The Next Step,,1997.0,1997-06-13,United States,,,0.0,0,,
86269,Mutant Hunt,Action,1987.0,1987-06-01,United States of America,,,3.9,5,,
63044,De Vlaschaard,Drama,1983.0,1983-07-01,Belgium,900000.0,,0.0,0,,
40095,Dead Heat,Action,1988.0,1988-05-06,United States of America,5000000.0,,5.8,41,,
12540,Bring It On Again,Comedy,2004.0,2004-01-13,United States of America,,,5.3,93,,
386172,The Rift,Thriller,2016.0,2016-04-28,Serbia,,,4.3,12,,
336811,Les Cowboys,Drama,2015.0,2015-05-21,France,,,6.3,38,,
117034,Tattooed Tears,Documentary,1979.0,1979-01-09,United States,,,3.0,4,,
273807,Last Exit,Crime,2003.0,2003-10-11,Denmark,,,0.0,0,,
40623,A Town Called Panic,Adventure,2009.0,2009-06-17,Belgium,,,7.4,52,,
52794,Baxter,Horror,1989.0,1989-01-18,France,,,6.4,12,,
315057,Headfirst,Drama,2014.0,2014-12-26,Finland,,,6.0,1,,
206563,Trash,Adventure,2014.0,2014-10-09,Brazil,,,7.1,243,,
80070,On the Edge,Drama,2001.0,2001-08-10,Ireland,7000000.0,,7.4,13,,
384205,The Gift,Romance,2014.0,2014-07-26,United States of America,,,6.0,6,,
226632,Marc Maron: Thinky Pain,Comedy,2013.0,2013-10-07,United States of America,,,7.8,11,,
453053,Dumb: The Story of Big Brother Magazine,Documentary,2017.0,2017-06-03,United States of America,,,6.0,1,,
126832,Stan,TV Movie,2006.0,2006-06-06,United Kingdom,,,4.0,2,,
278660,Tony Benn: Will and Testament,,2014.0,2014-06-26,United States,,,6.0,2,,
62342,La suerte está echada,,2005.0,2005-08-11,Argentina,,,6.3,4,Sebastián Borensztein,
147643,A Dangerous Summer,,1982.0,1982-10-22,United States,,,0.0,0,,
142966,"Dave Attell: Hey, Your Mouth's Not Pregnant!",Comedy,2006.0,2006-04-20,United States,,,7.0,1,,
42424,Zeus & Roxanne,Action,1997.0,1997-01-24,United States of America,,,4.2,16,,
127872,Call Girl,Thriller,2012.0,2012-11-09,Sweden,6075000.0,,6.3,27,,
258630,Pelota,,1983.0,1983-09-09,United States,,,0.0,0,,
228165,The SpongeBob Movie: Sponge Out of Water,Animation,2015.0,2015-02-05,United States of America,74000000.0,311594032.0,5.7,733,,
51276,Silent Souls,Drama,2010.0,2010-06-06,Russia,,,6.6,21,,
23438,Wild Hearts Can't Be Broken,Drama,1991.0,1991-05-24,United States of America,,,7.4,25,,
115210,Stitches,Horror,2012.0,2012-05-19,Ireland,100000.0,95000.0,5.5,94,,
254902,A Story of the Forest: Mavka,Drama,1980.0,1980-07-23,Ukraine,,,10.0,2,,
86850,The Island President,Documentary,2012.0,2012-03-28,United States,,76398.0,4.8,3,,
9528,Ladies in Lavender,Drama,2004.0,2004-06-14,United Kingdom,,20377075.0,6.5,36,,
363846,Motherland,Thriller,2015.0,2015-10-15,Russia,,,3.0,2,,
111149,Rafferty and the Gold Dust Twins,Comedy,1975.0,1975-02-02,United States of America,,,8.0,1,,
354556,Guardians,Action,2017.0,2017-02-14,Russia,7000000.0,,4.4,128,,
197919,A Haunting at Silver Falls,Horror,2013.0,2013-05-28,United States of America,,,4.6,29,,
434758,The Summoning,Thriller,2017.0,2017-01-10,United States of America,,,3.2,6,,
37181,About Elly,Drama,2009.0,2009-02-10,Iran,,,7.3,98,,
11420,The Corporation,Documentary,2003.0,2003-09-10,Canada,,4500000.0,7.6,75,,
22102,Troop Beverly Hills,Adventure,1989.0,1989-03-22,United States of America,,,5.6,57,,
109614,Losing Chase,Drama,1996.0,1996-08-18,United States of America,,,3.9,6,,
282553,The Muse,Drama,2007.0,2007-09-30,United States,,,0.0,0,,
399938,Michael Ian Black: Noted Expert,Comedy,2016.0,2016-05-13,United States of America,,,7.7,3,,
361146,Point Zero,Thriller,2016.0,2016-05-26,Brazil,,,4.0,1,,
110555,Street Days,Foreign,2010.0,2010-01-20,ru,,,5.3,4,,
45191,El barrendero,Comedy,1982.0,1982-05-05,Mexico,,,6.5,5,,
671,Harry Potter and the Philosopher's Stone,Adventure,2001.0,2001-11-16,United Kingdom,125000000.0,976475550.0,7.5,7188,,
107034,San Babila-8 P.M.,,1976.0,1976-05-26,it,,,0.0,0,Carlo Lizzani,
12543,Breaking News,Action,2004.0,2004-06-10,Hong Kong,,,6.5,32,,
29739,Moving,Comedy,1988.0,1988-03-04,United States of America,,,5.6,29,,
288128,Great Escape: The Untold Story,War,2001.0,2001-01-01,United Kingdom,,,0.0,0,,
124083,Guelwaar,Drama,1993.0,1993-07-28,Senegal,,,5.0,1,,
12335,Bedknobs and Broomsticks,Adventure,1971.0,1971-10-07,United States of America,20000000.0,17900000.0,6.8,260,,
265929,Art and Craft,Documentary,2014.0,2014-09-19,United States,,,7.1,6,,
68252,Haunters,Thriller,2010.0,2010-11-10,South Korea,,,6.2,21,,
212156,The Garden of Sinners: Future Gospel,Animation,2013.0,2013-09-28,Japan,,,7.2,12,,
63989,Irène,Comedy,2002.0,2002-06-26,France,,,6.9,6,Ivan Calbérac,Cécile de France
72972,Tom and Jerry & The Wizard of Oz,Animation,2011.0,2011-08-23,United States of America,,,6.0,26,,
114564,Shikshanachya Aaicha Gho,Comedy,2010.0,2010-01-15,India,380000.0,520000.0,8.0,1,Mahesh Manjrekar,
394045,Casual Encounters,Comedy,2016.0,2016-06-07,United States of America,,,4.0,9,,
16759,Five Minutes of Heaven,Crime,2009.0,2009-01-19,Ireland,,,6.6,45,,
319995,The Club,Drama,2015.0,2015-05-28,Chile,,52761.0,6.6,66,,
361475,Departure,Drama,2016.0,2016-05-20,France,,,7.2,14,,
20033,Mulligans,Drama,2008.0,2008-01-01,Canada,,,5.4,27,,
49927,The Days,Drama,1994.0,1994-02-19,China,,,6.5,2,,
321258,The Boy,Horror,2016.0,2016-01-22,United States of America,10000000.0,64188367.0,5.8,1133,,
77079,Django Strikes Again,Western,1987.0,1987-10-22,Italy,,,4.6,4,,
38323,Mama,Adventure,1976.0,1976-12-10,Russia,,,5.8,7,,
28153,It's Alive,Horror,1974.0,1974-10-15,United States of America,,,5.6,39,Larry Cohen,
8285,The Spirit,Action,2008.0,2008-12-25,United States of America,60000000.0,39031337.0,4.7,323,,
254772,Two Men in Town,Crime,2014.0,2014-02-06,France,,,5.9,32,Rachid Bouchareb,Forest Whitaker
17010,The Ketchup Effect,Comedy,2004.0,2004-01-24,Sweden,2.0,,5.3,15,,
277688,Suburban Gothic,Horror,2014.0,2014-07-19,United States of America,,,5.3,43,Richard Bates Jr.,Matthew Gray Gubler
262775,Lovely Man,Drama,2011.0,2011-09-30,Indonesia,,,5.0,1,,
52608,Z.P.G.,Drama,1972.0,1972-05-25,United States of America,,,5.9,13,,
300940,Tungsten,Drama,2011.0,2011-11-24,United States,,,7.5,2,,
241258,Incarnate,Horror,2016.0,2016-12-01,United States of America,5000000.0,6341855.0,5.1,142,,
73530,Mardock Scramble: The Second Combustion,Animation,2011.0,2011-09-03,Japan,,,6.4,17,,
24767,Iron Will,Adventure,1994.0,1994-01-14,United States of America,,,6.2,52,,
9449,The Borrowers,Adventure,1997.0,1997-12-05,United Kingdom,29000000.0,,5.8,136,,
118155,Star Force: Fugitive Alien II,Science Fiction,1987.0,1987-01-01,United States,,,1.0,1,,
140668,Somewhere in Palilula,,2012.0,2012-04-20,Romania,,,5.0,1,,
43708,"Die, Mommie, Die!",Comedy,2003.0,2003-10-31,United States of America,,320092.0,6.6,17,,
360387,Blunt Force Trauma,Adventure,2015.0,2015-10-05,Colombia,1000000.0,,4.3,31,,
55431,Broken Blade: Book Three - The Mark of the Assassin's Dagger,Action,2010.0,2010-10-28,Japan,,,5.2,3,,
